id,label
TEST_100,곰팡이
TEST_101,터짐
TEST_102,훼손
TEST_103,터짐
TEST_104,오염
TEST_105,오염
TEST_106,가구수정
TEST_107,오타공
TEST_108,훼손
TEST_109,훼손
TEST_110,터짐
TEST_111,훼손
TEST_112,훼손
TEST_113,오염
TEST_114,훼손
TEST_115,훼손
TEST_116,오염
TEST_117,울음
TEST_118,꼬임
TEST_119,훼손
TEST_120,훼손
TEST_121,꼬임
TEST_122,훼손
TEST_123,몰딩수정
TEST_124,훼손
TEST_125,훼손
TEST_126,오염
TEST_127,들뜸
TEST_128,훼손
TEST_129,곰팡이
TEST_130,오염
TEST_131,걸레받이수정
TEST_132,꼬임
TEST_133,오염
TEST_134,오타공
TEST_135,오염
TEST_136,훼손
TEST_137,훼손
TEST_138,훼손
TEST_139,오염
TEST_140,오타공
TEST_141,훼손
TEST_142,훼손
TEST_143,오염
TEST_144,훼손
TEST_145,오염
TEST_146,오타공
TEST_147,꼬임
TEST_148,터짐
TEST_149,오염
TEST_150,오염
TEST_151,오염
TEST_152,훼손
TEST_153,훼손
TEST_154,훼손
TEST_155,훼손
TEST_156,꼬임
TEST_157,오타공
TEST_158,훼손
TEST_159,훼손
TEST_160,오염
TEST_161,훼손
TEST_162,훼손
TEST_163,오염
TEST_164,훼손
TEST_165,오염
TEST_166,오염
TEST_167,훼손
TEST_168,훼손
TEST_169,오염
TEST_170,훼손
TEST_171,훼손
TEST_172,훼손
TEST_173,오염
TEST_174,오염
TEST_175,꼬임
TEST_176,오염
TEST_177,오타공
TEST_178,훼손
TEST_179,들뜸
TEST_180,훼손
TEST_181,곰팡이
TEST_182,울음
TEST_183,훼손
TEST_184,오염
TEST_185,훼손
TEST_186,꼬임
TEST_187,오염
TEST_188,꼬임
TEST_189,꼬임
TEST_190,울음
TEST_191,훼손
TEST_192,훼손
TEST_193,오염
TEST_194,훼손
TEST_195,곰팡이
TEST_196,훼손
TEST_197,이음부불량
TEST_198,울음
TEST_199,몰딩수정
TEST_200,오염
TEST_201,꼬임
TEST_202,곰팡이
TEST_203,석고수정
TEST_204,"창틀,문틀수정"
TEST_205,꼬임
TEST_206,걸레받이수정
TEST_207,훼손
TEST_208,걸레받이수정
TEST_209,훼손
TEST_210,꼬임
TEST_211,훼손
TEST_212,터짐
TEST_213,터짐
TEST_214,오염
TEST_215,꼬임
TEST_216,훼손
TEST_217,훼손
TEST_218,오염
TEST_219,훼손
TEST_220,오염
TEST_221,훼손
TEST_222,터짐
TEST_223,곰팡이
TEST_224,석고수정
TEST_225,오염
TEST_226,오염
TEST_227,오염
TEST_228,곰팡이
TEST_229,터짐
TEST_230,오염
TEST_231,곰팡이
TEST_232,오염
TEST_233,오염
TEST_234,터짐
TEST_235,훼손
TEST_236,꼬임
TEST_237,꼬임
TEST_238,오염
TEST_239,오염
TEST_240,훼손
TEST_241,훼손
TEST_242,훼손
TEST_243,오염
TEST_244,훼손
TEST_245,꼬임
TEST_246,오염
TEST_247,오염
TEST_248,곰팡이
TEST_249,훼손
TEST_250,몰딩수정
TEST_251,면불량
TEST_252,훼손
TEST_253,꼬임
TEST_254,걸레받이수정
TEST_255,울음
TEST_256,녹오염
TEST_257,몰딩수정
TEST_258,오염
TEST_259,오염
TEST_260,오타공
TEST_261,훼손
TEST_262,훼손
TEST_263,곰팡이
TEST_264,꼬임
TEST_265,몰딩수정
TEST_266,면불량
TEST_267,꼬임
TEST_268,오염
TEST_269,훼손
TEST_270,훼손
TEST_271,걸레받이수정
TEST_272,오염
TEST_273,훼손
TEST_274,훼손
TEST_275,걸레받이수정
TEST_276,들뜸
TEST_277,꼬임
TEST_278,꼬임
TEST_279,터짐
TEST_280,훼손
TEST_281,울음
TEST_282,녹오염
TEST_283,오염
TEST_284,오염
TEST_285,걸레받이수정
TEST_286,울음
TEST_287,오염
TEST_288,오염
TEST_289,오염
TEST_290,걸레받이수정
TEST_291,훼손
TEST_292,오염
TEST_293,오염
TEST_294,오염
TEST_295,면불량
TEST_296,오염
TEST_297,훼손
TEST_298,오염
TEST_299,오염
TEST_300,틈새과다
TEST_301,오염
TEST_302,곰팡이
TEST_303,훼손
TEST_304,걸레받이수정
TEST_305,훼손
TEST_306,터짐
TEST_307,면불량
TEST_308,오염
TEST_309,오염
TEST_310,훼손
TEST_311,피스
TEST_312,석고수정
TEST_313,오염
TEST_314,훼손
TEST_315,터짐
TEST_316,오염
TEST_317,훼손
TEST_318,훼손
TEST_319,꼬임
TEST_320,걸레받이수정
TEST_321,곰팡이
TEST_322,오염
TEST_323,훼손
TEST_324,곰팡이
TEST_325,오염
TEST_326,오염
TEST_327,터짐
TEST_328,훼손
TEST_329,걸레받이수정
TEST_330,오염
TEST_331,오염
TEST_332,오염
TEST_333,훼손
TEST_334,오염
TEST_335,곰팡이
TEST_336,훼손
TEST_337,오타공
TEST_338,꼬임
TEST_339,울음
TEST_340,오타공
TEST_341,곰팡이
TEST_342,"창틀,문틀수정"
TEST_343,훼손
TEST_344,오염
TEST_345,꼬임
TEST_346,터짐
TEST_347,오염
TEST_348,오염
TEST_349,꼬임
TEST_350,훼손
TEST_351,훼손
TEST_352,터짐
TEST_353,터짐
TEST_354,오염
TEST_355,오염
TEST_356,훼손
TEST_357,가구수정
TEST_358,걸레받이수정
TEST_359,오염
TEST_360,오염
TEST_361,오염
TEST_362,걸레받이수정
TEST_363,훼손
TEST_364,오염
TEST_365,오염
TEST_366,오염
TEST_367,오염
TEST_368,훼손
TEST_369,오타공
TEST_370,훼손
TEST_371,훼손
TEST_372,꼬임
TEST_373,오염
TEST_374,석고수정
TEST_375,오염
TEST_376,훼손
TEST_377,훼손
TEST_378,꼬임
TEST_379,오염
TEST_380,오염
TEST_381,훼손
TEST_382,터짐
TEST_383,훼손
TEST_384,오염
TEST_385,녹오염
TEST_386,오염
TEST_387,석고수정
TEST_388,꼬임
TEST_389,꼬임
TEST_390,오염
TEST_391,오염
TEST_392,울음
TEST_393,걸레받이수정
TEST_394,훼손
TEST_395,훼손
TEST_396,오염
TEST_397,곰팡이
TEST_398,훼손
TEST_399,오염
TEST_400,울음
TEST_401,터짐
TEST_402,훼손
TEST_403,훼손
TEST_404,꼬임
TEST_405,오염
TEST_406,오염
TEST_407,꼬임
TEST_408,훼손
TEST_409,석고수정
TEST_410,훼손
TEST_411,꼬임
TEST_412,오염
TEST_413,곰팡이
TEST_414,오염
TEST_415,오염
TEST_416,오염
TEST_417,오염
TEST_418,몰딩수정
TEST_419,훼손
TEST_420,훼손
TEST_421,훼손
TEST_422,몰딩수정
TEST_423,곰팡이
TEST_424,곰팡이
TEST_425,훼손
TEST_426,훼손
TEST_427,오염
TEST_428,"창틀,문틀수정"
TEST_429,오염
TEST_430,오염
TEST_431,오염
TEST_432,"창틀,문틀수정"
TEST_433,오염
TEST_434,피스
TEST_435,가구수정
TEST_436,훼손
TEST_437,꼬임
TEST_438,훼손
TEST_439,오염
TEST_440,터짐
TEST_441,오염
TEST_442,오염
TEST_443,오염
TEST_444,오염
TEST_445,터짐
TEST_446,훼손
TEST_447,훼손
TEST_448,오염
TEST_449,터짐
TEST_450,걸레받이수정
TEST_451,훼손
TEST_452,오타공
TEST_453,걸레받이수정
TEST_454,꼬임
TEST_455,훼손
TEST_456,곰팡이
TEST_457,걸레받이수정
TEST_458,오염
TEST_459,오염
TEST_460,훼손
TEST_461,들뜸
TEST_462,훼손
TEST_463,오타공
TEST_464,훼손
TEST_465,훼손
TEST_466,면불량
TEST_467,훼손
TEST_468,꼬임
TEST_469,훼손
TEST_470,곰팡이
TEST_471,훼손
TEST_472,터짐
TEST_473,오염
TEST_474,터짐
TEST_475,오타공
TEST_476,훼손
TEST_477,오염
TEST_478,훼손
TEST_479,곰팡이
TEST_480,훼손
TEST_481,꼬임
TEST_482,오염
TEST_483,꼬임
TEST_484,훼손
TEST_485,오염
TEST_486,훼손
TEST_487,들뜸
TEST_488,훼손
TEST_489,오염
TEST_490,"창틀,문틀수정"
TEST_491,오염
TEST_492,오염
TEST_493,꼬임
TEST_494,가구수정
TEST_495,오타공
TEST_496,오염
TEST_497,꼬임
TEST_498,몰딩수정
TEST_499,오염
TEST_500,훼손
TEST_501,훼손
TEST_502,훼손
TEST_503,석고수정
TEST_504,면불량
TEST_505,몰딩수정
TEST_506,곰팡이
TEST_507,몰딩수정
TEST_508,꼬임
TEST_509,훼손
TEST_510,곰팡이
TEST_511,오타공
TEST_512,몰딩수정
TEST_513,터짐
TEST_514,틈새과다
TEST_515,오염
TEST_516,훼손
TEST_517,훼손
TEST_518,곰팡이
TEST_519,오타공
TEST_520,터짐
TEST_521,석고수정
TEST_522,가구수정
TEST_523,석고수정
TEST_524,오타공
TEST_525,꼬임
TEST_526,오타공
TEST_527,오염
TEST_528,훼손
TEST_529,면불량
TEST_530,면불량
TEST_531,오염
TEST_532,꼬임
TEST_533,훼손
TEST_534,이음부불량
TEST_535,훼손
TEST_536,오타공
TEST_537,꼬임
TEST_538,훼손
TEST_539,터짐
TEST_540,오염
TEST_541,오염
TEST_542,오염
TEST_543,훼손
TEST_544,훼손
TEST_545,오염
TEST_546,훼손
TEST_547,오염
TEST_548,오염
TEST_549,몰딩수정
TEST_550,오염
TEST_551,훼손
TEST_552,곰팡이
TEST_553,터짐
TEST_554,터짐
TEST_555,들뜸
TEST_556,터짐
TEST_557,훼손
TEST_558,오염
TEST_559,오타공
TEST_560,울음
TEST_561,오타공
TEST_562,훼손
TEST_563,오염
TEST_564,석고수정
TEST_565,오염
TEST_566,걸레받이수정
TEST_567,오염
TEST_568,면불량
TEST_569,터짐
TEST_570,걸레받이수정
TEST_571,오염
TEST_572,훼손
TEST_573,들뜸
TEST_574,오염
TEST_575,훼손
TEST_576,오염
TEST_577,곰팡이
TEST_578,오염
TEST_579,오염
TEST_580,오염
TEST_581,꼬임
TEST_582,훼손
TEST_583,들뜸
TEST_584,석고수정
TEST_585,꼬임
TEST_586,오염
TEST_587,훼손
TEST_588,터짐
TEST_589,오염
TEST_590,들뜸
TEST_591,오염
TEST_592,꼬임
TEST_593,훼손
TEST_594,훼손
TEST_595,오염
TEST_596,훼손
TEST_597,곰팡이
TEST_598,꼬임
TEST_599,오염
TEST_600,훼손
TEST_601,몰딩수정
TEST_602,오염
TEST_603,터짐
TEST_604,가구수정
TEST_605,오염
TEST_606,훼손
TEST_607,꼬임
TEST_608,훼손
TEST_609,훼손
TEST_610,훼손
TEST_611,오염
TEST_612,오염
TEST_613,훼손
TEST_614,오타공
TEST_615,울음
TEST_616,오타공
TEST_617,훼손
TEST_618,훼손
TEST_619,걸레받이수정
TEST_620,곰팡이
TEST_621,터짐
TEST_622,오염
TEST_623,오염
TEST_624,걸레받이수정
TEST_625,오염
TEST_626,석고수정
TEST_627,오염
TEST_628,훼손
TEST_629,곰팡이
TEST_630,오염
TEST_631,꼬임
TEST_632,걸레받이수정
TEST_633,꼬임
TEST_634,오염
TEST_635,오염
TEST_636,훼손
TEST_637,이음부불량
TEST_638,훼손
TEST_639,터짐
TEST_640,"창틀,문틀수정"
TEST_641,걸레받이수정
TEST_642,훼손
TEST_643,훼손
TEST_644,훼손
TEST_645,곰팡이
TEST_646,훼손
TEST_647,꼬임
TEST_648,울음
TEST_649,터짐
TEST_650,곰팡이
TEST_651,훼손
TEST_652,몰딩수정
TEST_653,곰팡이
TEST_654,오염
TEST_655,터짐
TEST_656,오염
TEST_657,훼손
TEST_658,오타공
TEST_659,오타공
TEST_660,오염
TEST_661,곰팡이
TEST_662,오염
TEST_663,석고수정
TEST_664,꼬임
TEST_665,꼬임
TEST_666,꼬임
TEST_667,오염
TEST_668,오염
TEST_669,훼손
TEST_670,꼬임
TEST_671,오염
TEST_672,오염
TEST_673,곰팡이
TEST_674,오염
TEST_675,오염
TEST_676,오타공
TEST_677,오염
TEST_678,오염
TEST_679,걸레받이수정
TEST_680,훼손
TEST_681,곰팡이
TEST_682,오염
TEST_683,꼬임
TEST_684,오염
TEST_685,꼬임
TEST_686,오염
TEST_687,터짐
TEST_688,오타공
TEST_689,훼손
TEST_690,오타공
TEST_691,걸레받이수정
TEST_692,훼손
TEST_693,훼손
TEST_694,오염
TEST_695,오염
TEST_696,걸레받이수정
TEST_697,오염
TEST_698,오염
TEST_699,틈새과다
TEST_700,훼손
TEST_701,오염
TEST_702,면불량
TEST_703,훼손
TEST_704,오염
TEST_705,오염
TEST_706,훼손
TEST_707,터짐
TEST_708,훼손
TEST_709,오염
TEST_710,훼손
TEST_711,오염
TEST_712,훼손
TEST_713,오염
TEST_714,훼손
TEST_715,오염
TEST_716,훼손
TEST_717,터짐
TEST_718,피스
TEST_719,훼손
TEST_720,걸레받이수정
TEST_721,석고수정
TEST_722,꼬임
TEST_723,오염
TEST_724,훼손
TEST_725,오타공
TEST_726,훼손
TEST_727,훼손
TEST_728,오염
TEST_729,훼손
TEST_730,울음
TEST_731,오염
TEST_732,면불량
TEST_733,오염
TEST_734,오염
TEST_735,울음
TEST_736,오염
TEST_737,"창틀,문틀수정"
TEST_738,오염
TEST_739,꼬임
TEST_740,훼손
TEST_741,오염
TEST_742,훼손
TEST_743,걸레받이수정
TEST_744,오염
TEST_745,면불량
TEST_746,몰딩수정
TEST_747,오염
TEST_748,오염
TEST_749,곰팡이
TEST_750,훼손
TEST_751,터짐
TEST_752,오염
TEST_753,터짐
TEST_754,오염
TEST_755,꼬임
TEST_756,걸레받이수정
TEST_757,오염
TEST_758,오염
TEST_759,오염
TEST_760,꼬임
TEST_761,훼손
TEST_762,틈새과다
TEST_763,터짐
TEST_764,오염
TEST_765,오염
TEST_766,몰딩수정
TEST_767,오타공
TEST_768,곰팡이
TEST_769,석고수정
TEST_770,터짐
TEST_771,오염
TEST_772,오염
TEST_773,오염
TEST_774,훼손
TEST_775,울음
TEST_776,훼손
TEST_777,면불량
TEST_778,훼손
TEST_779,훼손
TEST_780,훼손
TEST_781,오염
TEST_782,오타공
TEST_783,오염
TEST_784,꼬임
TEST_785,훼손
TEST_786,오염
TEST_787,꼬임
TEST_788,훼손
TEST_789,오염
TEST_790,오염
TEST_791,"창틀,문틀수정"
